Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2014,Greg Robinson,Auburn,OT,77,332,,4.92,32,28.5,112,4.86,7.8
2014,Bradley Roby,Ohio State,CB,71.25,194,,4.39,17,38.5,123,4.04,6.74
2014,Richard Rodgers,California,TE,76,257,,4.87,16,31.5,115,4.47,7.23
2014,Michael Sam,Missouri,DE,74,261,,4.91,17,25.5,113,4.7,7.8
2014,Bishop Sankey,Washington,RB,69.5,209,,4.49,26,35.5,125,4,6.75
2014,Cairo Santos,Tulane (LA),K,68.13,164,,,,,,,
2014,Jalen Saunders,Oklahoma,WR,68.88,165,,4.44,,34,122,4.34,7.29
2014,Tom Savage,Pittsburgh,QB,75.88,228,,4.97,,27,104,4.36,7.33
2014,Michael Schofield,Michigan,OT,78.5,301,,5.01,,24,92,4.57,7.62
2014,Garrett Scott,Marshall (WV),OT,76.5,307,,5.05,25,33.5,115,4.4,7.09
2014,Lache Seastrunk,Baylor,RB,69.5,201,,4.51,15,41.5,134,4.36,6.81
2014,Austin Seferian-Jenkins,Washington,TE,77.5,262,,4.75,20,,,,
2014,Connor Shaw,South Carolina,QB,72.38,206,,4.66,,34,115,4.33,7.07
2014,Ryan Shazier,Ohio State,OLB,73.13,237,,4.58,25,42,128,4.21,6.91
2014,Prince Shembo,Notre Dame,OLB,73.38,253,,4.71,26,38.5,122,4.31,7.29
2014,Charles Sims,West Virginia,RB,72,214,,4.48,17,37.5,125,4.3,7.16
2014,Shayne Skov,Stanford,ILB,74.25,245,,5.09,28,31,113,4.38,7.29
2014,Kiero Small,Arkansas,FB,68,244,,4.89,23,25,102,4.55,7.25
2014,Yawin Smallwood,Connecticut,ILB,74.25,246,,,18,36.5,108,,
2014,Chris Smith,Arkansas,DE,73,266,,4.71,28,37,121,4.46,7.55
2014,Jerome Smith,Syracuse,RB,71.13,220,,4.84,14,36,116,4.6,7.53
2014,Marcus Smith,Louisville,DE,75.38,251,,4.68,23,35,121,4.47,7.48
2014,Telvin Smith,Florida State,OLB,75,218,,4.52,16,31.5,117,4.57,7.04
2014,Will Smith,Texas Tech,OLB,74.13,231,,4.59,17,37.5,113,4.53,7.04
2014,Willie Snead,Ball State (IN),WR,71,195,,4.62,11,33.5,112,4.39,7.19
2014,Daniel Sorensen,Brigham Young,SS,73.38,205,,4.67,13,32,113,3.95,6.47
2014,Dezmen Southward,Wisconsin,SS,72.25,211,,4.38,,42,124,4.37,6.5
2014,Marquis Spruill,Syracuse,ILB,73.13,231,,4.53,21,34.5,117,4.46,7.33
2014,Tyler Starr,South Dakota,OLB,76.13,250,,4.95,24,32,115,4.15,6.64
2014,Jimmy Staten,Middle Tennessee State,DT,76.5,303,,,30,27,94,,
2014,Anthony Steen,Alabama,OG,75.38,314,,5.33,,25,106,4.71,7.95
2014,Shamar Stephen,Connecticut,DT,76.88,309,,5.25,25,30.5,102,4.89,7.81
2014,Josh Stewart,Oklahoma State,WR,69.88,178,,4.69,11,35,116,4.33,7.1
2014,Ed Stinson,Alabama,DE,75.25,287,,4.98,27,28,103,4.75,8.07
2014,James Stone,Tennessee,C,75.63,306,,5.17,22,27.5,104,4.63,8.16
2014,Bryan Stork,Florida State,C,75.88,315,,5.44,21,26,97,5.02,7.9
2014,Devin Street,Pittsburgh,WR,74.88,198,,4.55,,37,123,4.01,6.89
2014,Xavier Su'a-Filo,UCLA,OG,76.13,307,,5.04,25,25,101,4.44,7.6
2014,Vinnie Sunseri,Alabama,SS,71.13,210,,4.56,18,,,,
2014,Will Sutton,Arizona State,DT,72.5,303,,5.36,24,28.5,99,4.82,7.93
2014,Travis Swanson,Arkansas,C,77,312,,5.28,20,26,93,4.65,7.73
2014,Lorenzo Taliaferro,Coastal Carolina (SC),RB,72.25,229,,4.58,18,33,116,4.22,6.88
2014,Brandon Thomas,Clemson,OG,75.25,317,,5.09,35,29,98,4.83,8.13
2014,DeAnthony Thomas,Oregon,RB,68.63,174,,4.5,8,32,123,4.23,6.94
2014,Jemea Thomas,Georgia Tech,FS,69.25,192,,4.55,19,37,124,4.25,7.03
2014,Logan Thomas,Virginia Tech,QB,78.13,248,,4.61,,35.5,116,4.18,7.05
2014,Robert Thomas,Arkansas,DT,73.25,327,,5.26,32,25.5,96,5.07,8.05
2014,Khyri Thornton,Southern Mississippi,DT,74.63,304,,5.03,28,29,111,4.76,7.83
2014,D.J. Tialavea,Utah State,TE,75.5,267,,4.95,22,32.5,109,4.62,7.46
2014,Jordan Tripp,Montana,OLB,74.75,234,,4.67,22,37.5,120,3.96,6.89
2014,Stephon Tuitt,Notre Dame,DT,77.5,304,,4.92,31,,,,
2014,Billy Turner,North Dakota State,OT,76.88,315,,5.16,25,28,108,4.71,7.92
2014,Trai Turner,Louisiana State,OG,74.63,310,,4.93,25,27.5,102,4.77,8.16
2014,George Uko,Southern California,DT,74.63,284,,4.99,18,29.5,110,4.57,7.47
2014,Uani Unga,Brigham Young,ILB,73.13,231,,,,,,,
2014,Brent Urban,Virginia,DE,78.63,295,,,,,,,
2014,John Urschel,Penn State,OG,75,313,,5.31,30,29,101,4.47,7.55
2014,Kirby Van Der Kamp,Iowa State,P,75.75,202,,,,,,,
2014,Mitchell Van Dyk,Portland State (OR),OT,79,313,,5.12,14,27,103,4.88,7.47
2014,Kyle Van Noy,Brigham Young,OLB,75.13,243,,4.71,21,32.5,111,4.2,7.22
2014,Dustin Vaughan,West Texas A&M,QB,76.88,235,,4.95,,29,108,4.43,7.25
2014,Brock Vereen,Minnesota,SS,71.63,199,,4.47,25,34,116,4.07,6.9
2014,Jason Verrett,Texas Christian,CB,69.5,189,,4.38,19,39,127,4,6.69
2014,Jimmie Ward,Northern Illinois,SS,70.63,193,,4.59,9,38,125,4.24,6.89
2014,L'Damian Washington,Missouri,WR,75.88,195,,4.46,8,32,114,4.35,7.19
2014,Todd Washington,Southeast Louisiana,CB,71.38,196,,4.57,13,,,,
2014,Todd Washington,Southeastern Louisiana,CB,71.38,196,,4.59,13,35.5,,4.39,7.25
2014,Jaylen Watkins,Florida,CB,71.5,194,,4.41,22,31.5,118,4.5,7.13
2014,Sammy Watkins,Clemson,WR,72.75,211,,4.43,16,34,125,4.34,6.95
2014,Chris Watt,Notre Dame,OG,74.63,310,,5.5,29,28.5,104,4.76,7.67
2014,Brandon Watts,Georgia Tech,OLB,73.75,225,,4.41,16,37.5,122,4.21,6.89
2014,Larry Webster,Bloomsburg,DE,77.75,252,,4.58,17,36.5,123,4.44,7.29
2014,Keith Wenning,Ball State (IN),QB,74.63,218,,5,,28,99,4.25,7.07
2014,Terrance West,Towson (MD),RB,69.25,225,,4.56,16,33.5,120,4.44,7.28
2014,Ethan Westbrooks,West Texas A&M,DE,75.5,267,,4.9,19,29,110,4.67,7.3
2014,Lavelle Westbrooks,Georgia Southern,CB,71.5,186,,4.63,15,36,121,4.27,6.98
2014,Chris Whaley,Texas,DT,75.13,269,,,22,,,,
2014,James White,Wisconsin,RB,69.13,204,,4.57,23,32,113,4.2,7.05
2014,Ryan White,Auburn,CB,70.38,194,,4.51,13,34,125,4.3,7.05
2014,James Wilder,Florida State,RB,74.63,232,,4.86,18,35,121,4.24,6.92
2014,Andre Williams,Boston College,RB,71.38,230,,4.56,,38,128,4.06,7.27
2014,Damien Williams,Oklahoma,RB,71.25,222,,4.45,16,35.5,121,4.25,7.37
2014,Avery Williamson,Kentucky,ILB,73,246,,4.66,25,30.5,120,4.07,7.11
2014,Albert Wilson,Georgia State,WR,69.38,202,,4.43,10,37.5,123,4.21,7
2014,Kerry Wynn,Richmond (VA),DE,76.88,266,,4.97,31,34,113,4.73,7.11
2014,David Yankey,Stanford,OG,77.63,315,,5.48,22,28.5,102,4.86,7.81
2014,Jordan Zumwalt,UCLA,OLB,76,235,,4.76,,33,115,4.25,6.99
2013,Oday Aboushi,Virginia,OT,77.38,308,,5.45,17,23.5,100,4.84,7.92
2013,Johnny Adams,Michigan State,CB,70.25,185,,4.48,16,33,118,4.54,7
2013,Robert Alford,Southeast Louisiana,CB,70.13,188,,4.39,17,40,132,4.23,6.89
2013,Keenan Allen,California,WR,74,206,,,,,,,
2013,Ryan Allen,Louisiana Tech,P,73.5,229,,,,,,,
2013,Zach Allen,North Carolina State,OG,73.75,332,,5.43,32,27.5,93,4.96,
2013,Kiko Alonso,Oregon,ILB,75.38,238,,4.74,,30.5,117,4.18,6.96
2013,David Amerson,North Carolina State,CB,73,205,,4.44,15,35.5,127,4.13,6.75
2013,C.J. Anderson,California,RB,68.13,224,,4.6,17,32,119,4.12,7.15
2013,Ezekial Ansah,Brigham Young,DE,77.25,271,,4.63,21,34.5,118,4.26,7.11
2013,Marc Anthony,California,CB,71.38,196,,4.63,12,35,118,4.07,6.74
2013,Terron Armstead,Arkansas-Pine Bluff,OT,76.75,306,27,4.71,31,34.5,112,4.72,7.62
2013,Tavon Austin,West Virginia,WR,68.5,174,7,4.34,14,32,120,4.01,
2013,Jeff Baca,UCLA,OG,75.38,302,34,5.03,28,26.5,100,4.44,7.26
2013,Alvin Bailey,Arkansas,OG,75.13,312,,4.95,27,,,4.69,7.5
2013,Stedman Bailey,West Virginia,WR,70.25,193,,4.52,11,34.5,117,4.09,6.81
2013,David Bakhtiari,Colorado,OT,76.25,299,,5.18,28,25.5,101,4.74,7.7
2013,Montee Ball,Wisconsin,RB,70.5,214,,4.66,15,32,118,4.4,6.88
2013,Johnthan Banks,Mississippi State,CB,74,185,,4.61,10,34,125,4.27,6.97
2013,Chris Barker,Nevada,OG,74.63,305,,5.25,29,27.5,99,4.77,8.09
2013,Matt Barkley,Southern California,QB,74.5,230,30,4.91,,,,4.58,
2013,Kenjon Barner,Oregon,RB,69.25,196,,4.52,20,35.5,122,4.2,6.87
2013,T.J. Barnes,Georgia Tech,DT,78.25,369,,5.3,25,22,97,4.96,8.26
2013,Sam Barrington,South Florida,ILB,72.88,246,,4.91,22,32.5,117,4.25,7.16
2013,David Bass,Missouri Western,DE,75.88,262,,4.84,20,30.5,111,4.33,7.07
2013,Steve Beauharnais,Rutgers,ILB,72.88,240,,4.84,19,33,118,4.2,6.99
2013,Nick Becton,Virginia Tech,OT,77.25,323,,5.2,19,29.5,109,4.57,7.77
2013,Le'Veon Bell,Michigan State,RB,73.38,230,,4.6,24,31.5,118,4.24,6.75
2013,Giovani Bernard,North Carolina,RB,68.38,202,25,4.53,19,33.5,122,4.12,6.91
2013,Tommy Bohanon,Wake Forest,FB,73,246,,4.88,36,35,119,4.42,7.27
2013,Travis Bond,North Carolina,OG,77.88,329,,5.27,22,22.5,98,4.96,7.85
2013,Alan Bonner,Jacksonville State (AL),WR,70.25,193,,4.59,14,33,117,4.15,7.04
2013,Zach Boren,Ohio State,FB,71.5,238,,5,15,32,109,4.44,7.28
2013,Jon Bostic,Florida,ILB,72.88,245,23,4.61,22,32.5,118,4.24,6.99
2013,Michael Bowie,Northeastern State (OK),OT,76.63,330,,5.28,19,25.5,95,4.84,8.06
2013,Josh Boyce,Texas Christian,WR,71.13,206,,4.38,22,34,131,4.1,6.68
2013,Josh Boyd,Mississippi State,DT,74.63,310,,5.14,32,26.5,104,4.64,7.16
2013,John Boyett,Oregon,FS,69.88,204,,4.64,27,,,,
2013,Tyler Bray,Tennessee,QB,78.13,232,24,5.05,,,100,4.51,7.2
2013,Dylan Breeding,Arkansas,P,73.25,213,,4.74,11,29,110,,
2013,Arthur Brown,Kansas State,OLB,72.38,241,20,4.62,21,32.5,116,4.31,7.07
2013,Braden Brown,Brigham Young,OT,77.38,310,,5.2,26,28,100,4.7,7.43
2013,D.J. Brown,Miami (OH),CB,72.5,188,,4.57,6,36.5,123,4.16,6.8
2013,Justin Brown,Oklahoma,WR,75.13,207,,4.6,8,30.5,117,4.31,6.96
2013,Marlon Brown,Georgia,WR,75.88,213,,,10,,,,
2013,Armonty Bryant,East Central (OK),DE,75.88,263,,4.86,15,31.5,118,5,7.32
2013,Michael Buchanan,Illinois,DE,77.38,255,,4.78,22,33,113,4.44,6.91
2013,Rex Burkhead,Nebraska,RB,70.25,214,,4.73,21,39,125,4.09,6.85
2013,Adrian Bushell,Louisville,CB,69.38,186,,4.58,17,33,116,4.25,6.92
2013,Brice Butler,San Diego State,WR,75.25,214,,4.37,,39,129,4.4,6.7
2013,Carter Bykowski,Iowa State,OT,78.88,306,,5.3,25,28.5,106,4.72,7.84
2013,Colby Cameron,Louisiana Tech,QB,74.13,212,,4.78,,30.5,112,4.28,6.98
2013,William Campbell,Michigan,DT,76.63,311,,5.15,35,27,106,4.7,7.3
2013,Anthony Cantele,Kansas State,K,70,180,,,,,,,
2013,Cornellius Carradine,Florida State,DE,76.13,276,,4.75,28,,,,
2013,Mike Catapano,Princeton,DE,75.88,271,,4.75,33,37.5,116,4.31,7.09
2013,Braxston Cave,Notre Dame,C,75.25,303,,5.33,32,25.5,98,4.71,7.81
2013,Emmett Cleary,Boston College,OT,78.88,316,,5.21,24,28.5,108,4.7,7.81
2013,Jamie Collins,Southern Mississippi,OLB,75.5,250,17,4.64,19,41.5,139,4.32,7.1
2013,Jasper Collins,Mount Union (OH),WR,70.25,180,,4.47,12,34.5,121,4.07,6.85
2013,Sanders Commings,Georgia,CB,72.13,216,22,4.41,23,34.5,117,4.3,7.1
2013,Jonathan Cooper,North Carolina,OG,74.13,311,34,5.07,35,27,108,4.84,7.78
2013,Marcus Cooper,Rutgers,CB,74.13,192,,4.45,20,39.5,129,4.42,6.89
2013,Bobby Cowan,Idaho,P,76.25,219,,,,,,,
2013,Michael Cox,Massachusetts,RB,71.75,222,,4.58,24,41,131,4.08,6.87
2013,Marcus Cromartie,Wisconsin,CB,72,195,,4.41,14,34,121,4.19,6.85
2013,Justice Cunningham,South Carolina,TE,74.63,258,,4.94,17,31.5,116,4.45,7.12
2013,Johnathan Cyprien,Florida International,SS,72.25,217,,4.56,18,38.5,119,4.44,7.01
2013,B.J. Daniels,South Florida,QB,70.63,222,,4.63,20,32.5,114,4.27,7.02
2013,Cody Davis,Texas Tech,FS,73.88,203,,4.41,15,41.5,123,4.01,6.77
2013,Knile Davis,Arkansas,RB,71.38,227,,4.37,31,33.5,121,4.38,6.96
2013,Marcus Davis,Virginia Tech,WR,75,233,,4.56,19,39.5,120,4.2,7.15
2013,Will Davis,Utah State,CB,71.25,186,,4.51,16,35.5,127,4.02,6.52
2013,Everett Dawkins,Florida State,DT,74.13,292,,5.06,23,30,103,4.88,7.61
2013,Jordan Devey,Memphis,OT,78.63,317,,5.25,21,24,98,4.77,7.91
2013,Quinton Dial,Alabama,DT,77.38,318,,,,,,,
2013,Aaron Dobson,Marshall (WV),WR,74.75,210,,4.37,16,35,121,4.33,7.19
2013,Kevin Dorsey,Maryland,WR,73.38,207,,4.47,17,38,130,4.28,7.08
2013,Alex Dunnachie,Hawaii,P,75.25,217,,,,,,,
2013,Zac Dysert,Miami (OH),QB,74.88,227,24,4.81,,,,,
2013,Lavar Edwards,Louisiana State,DE,76,277,,4.8,21,33,119,4.51,7.03
2013,Mike Edwards,Hawaii,CB,69,189,,4.56,14,36,124,4.18,6.94
2013,Tyler Eifert,Notre Dame,TE,77.5,250,23,4.68,22,35.5,119,4.32,6.92
2013,Matt Elam,Florida,FS,69.88,208,19,4.5,17,35.5,118,,
2013,Andre Ellington,Clemson,RB,69.25,199,,4.61,,34,122,,
2013,Zach Ertz,Stanford,TE,77,249,26,4.76,24,30.5,111,4.47,7.08
2013,Gavin Escobar,San Diego State,TE,77.88,254,28,4.84,12,32,114,4.31,7.07
2013,Josh Evans,Florida,FS,73.13,207,,4.58,,34.5,123,4.1,6.64
2013,Chris Faulk,Louisiana State,OT,77.5,331,,5.08,25,,,,
2013,Joseph Fauria,UCLA,TE,79.38,259,,4.82,17,35.5,120,4.53,7.49
2013,Eric Fisher,Central Michigan,OT,79.25,306,23,5.05,27,28.5,116,4.44,7.59
2013,Sharrif Floyd,Florida,DT,74.63,297,,4.92,,30,106,4.75,7.4
2013,D.J. Fluker,Alabama,OT,76.63,339,,5.31,21,27.5,,5,
2013,Manase Foketi,West Texas A&M,OG,76.75,318,,5.3,25,23.5,102,5.06,8.11
2013,Michael Ford,Louisiana State,RB,69.5,210,,4.5,25,38.5,130,4.25,6.87
2013,Reid Fragel,Ohio State,OT,79.63,308,,5.14,33,30,113,4.68,7.62
2013,Johnathan Franklin,UCLA,RB,70,205,,4.49,18,31.5,115,4.31,6.89
2013,Travis Frederick,Wisconsin,C,75.63,312,,5.58,21,28.5,97,4.76,7.81
2013,Corey Fuller,Virginia Tech,WR,74.25,204,,4.43,12,31.5,120,4.48,7.17
2013,Matt Furstenburg,Maryland,TE,75.63,242,,4.62,18,35.5,115,4.35,7.09
2013,Rogers Gaines,Tennessee State,OT,78.25,334,,5.24,28,23,96,5.24,8.08
2013,Kwame Geathers,Georgia,DT,77.38,342,,5.44,21,26.5,96,5.27,8.11
2013,William Gholston,Michigan State,DE,78.25,281,,4.96,23,28.5,110,4.59,7.2
2013,Garrett Gilkey,Chadron State (NE),OG,77.88,318,,5.33,28,30,108,4.75,7.65
2013,Mike Gillislee,Florida,RB,71.13,208,,4.55,15,30.5,119,4.4,7.12
2013,Mike Glennon,North Carolina State,QB,79.13,225,26,4.94,,26.5,102,4.52,7.49
2013,Tyrone Goard,Eastern Kentucky,WR,75.75,205,,4.5,10,36,123,4.39,6.9
2013,Zaviar Gooden,Missouri,OLB,73.5,234,25,4.47,27,34,131,4.18,6.71
2013,Malliciah Goodman,Clemson,DE,75.63,276,,4.87,26,31.5,114,4.48,7.1
2013,Marquise Goodwin,Texas,WR,68.88,183,,4.27,13,42,132,4.09,6.66
2013,Chris Gragg,Arkansas,TE,74.75,244,,4.5,18,37.5,125,4.51,7.08
2013,Ray Graham,Pittsburgh,RB,69.13,199,,4.8,18,32.5,112,4.21,7.17
2013,Dwayne Gratz,Connecticut,CB,71.13,201,,4.47,22,38,125,4.15,6.7
2013,MarQueis Gray,Minnesota,TE,75.25,240,,4.73,15,30,111,4.3,7.25
2013,Khaseem Greene,Rutgers,OLB,72.75,241,,4.71,17,30,116,4.2,7.58
2013,Ryan Griffin,Connecticut,TE,78.13,261,,4.87,21,34.5,113,4.43,7.01
2013,Ryan Griffin,Tulane (LA),QB,75.88,221,,5.2,,25.5,101,4.78,7.64
2013,Cory Grissom,South Florida,DT,73.38,306,,5.31,22,27.5,97,4.81,7.79
2013,Cobi Hamilton,Arkansas,WR,73.75,212,,4.56,11,29.5,107,4.31,7.09
2013,Johnathan Hankins,Ohio State,DT,74.88,320,,5.31,,26,104,4.61,7.59
2013,Duron Harmon,Rutgers,SS,72.25,196,,4.51,15,36,125,4.4,7.02
2013,Chris Harper,Kansas State,WR,72.75,229,33,4.55,20,35.5,116,4.39,6.89
2013,D.J. Harper,Boise State,RB,69.13,211,,4.52,23,33.5,120,4.35,7.07
2013,Jeremy Harris,New Mexico State,CB,74.38,181,,4.48,5,36.5,125,4.08,6.99
2013,Montel Harris,Temple,RB,68.25,208,,4.68,19,32.5,113,4.18,6.95
2013,Mark Harrison,Rutgers,WR,74.88,231,,4.46,17,38.5,129,4.33,6.99
2013,Tanner Hawkinson,Kansas,OT,77.25,298,,5.07,13,28.5,112,4.51,7.52
2013,Terry Hawthorne,Illinois,CB,71.75,195,,4.44,13,35.5,116,4.24,6.88
2013,D.J. Hayden,Houston,CB,71.13,191,,4.4,,33.5,120,,
2013,Brandon Hepburn,Florida A&M,ILB,74.5,240,,4.68,21,32,124,4.55,7.4
2013,Eric Herman,Ohio,OG,76.13,320,,5.25,36,28,95,5.09,7.99
2013,Aaron Hester,UCLA,CB,73.63,198,,4.62,,29,112,4.33,7.26
2013,Jordan Hill,Penn State,DT,73.25,303,,5.23,28,22.5,103,4.51,7.49
2013,Gerald Hodges,Penn State,OLB,73,243,,4.78,22,35,119,4.29,7.27
2013,DeVonte Holloman,South Carolina,OLB,73.38,243,,4.76,15,33,113,4.26,7.3
2013,Khaled Holmes,Southern California,C,75.25,302,,5.29,13,29.5,104,4.74,7.66
2013,DeAndre Hopkins,Clemson,WR,73,214,,4.57,15,36,115,4.5,6.83
2013,Dustin Hopkins,Florida State,K,74,193,,4.74,,33.5,116,,
2013,Josh Hubner,Arizona State,P,75.63,232,,5.06,13,,,,
2013,Montori Hughes,Tennessee-Martin,DT,76,329,,5.23,22,26.5,104,4.7,7.85
2013,Margus Hunt,Southern Methodist (TX),DE,80.13,277,,4.62,38,34.5,121,4.51,7.07
2013,Justin Hunter,Tennessee,WR,76,196,12,4.44,,39.5,136,4.33,7.19
2013,Micah Hyde,Iowa,CB,71.75,197,,4.56,12,33,121,4.2,6.78
2013,Luke Ingram,Hawaii,LS,77.13,258,,5.05,24,,106,,
2013,Kemal Ishmael,Central Florida,SS,70.75,201,,4.63,21,35.5,123,4.28,6.75
2013,Mark Jackson,Glenville State (WV),OG,77.38,328,,5.65,20,20.5,91,5.03,8.07
2013,Mike James,Miami (FL),RB,70.5,223,,4.53,28,35,115,4.62,6.93
2013,Jawan Jamison,Rutgers,RB,67.38,203,,4.68,20,29,110,4.62,7.47
2013,D.C. Jefferson,Rutgers,TE,77.75,255,,4.97,3,32.5,119,4.62,7.33
2013,Stefphon Jefferson,Nevada,RB,70.5,213,,4.68,15,31,117,4.44,6.97
2013,Tony Jefferson,Oklahoma,FS,70.75,213,,4.75,16,,,4.21,7.27
2013,Brandon Jenkins,Florida State,OLB,74.5,251,,4.69,18,,,4.48,7.4
2013,Jelani Jenkins,Florida,OLB,72.5,243,,4.54,27,35.5,111,4.28,6.97
2013,John Jenkins,Georgia,DT,75.63,346,,5.21,30,24.5,100,4.94,7.8
2013,Ryan Jensen,Colorado State-Pueblo,OG,75.5,317,,5.23,30,25.5,98,4.56,7.69
2013,Luke Joeckel,Texas A&M,OT,78,306,28,5.3,27,28.5,106,4.68,7.4
2013,Charles Johnson,,WR,74,215,,4.39,14,39.5,133,4.31,7.04
2013,D.J. Johnson,Texas Tech,FS,72,195,,4.69,9,38,116,4.34,6.74
2013,Darius Johnson,Southern Methodist (TX),WR,69,179,,4.6,6,32,109,4.53,7.29
2013,Dennis Johnson,Arkansas,RB,66.75,196,,4.48,21,32.5,118,4.53,7.13
2013,Jake Johnson,South Alabama,ILB,72.63,236,,,,,,,
2013,Josh Johnson,Purdue,CB,69.38,199,,4.65,16,35,114,4.25,6.99
2013,Keelan Johnson,Arizona State,SS,71.63,209,,4.54,12,36.5,125,4.07,6.77
2013,Lane Johnson,Oklahoma,OT,78,303,28,4.72,28,34,118,4.52,7.31
2013,Nico Johnson,Alabama,ILB,73.63,248,,4.73,,30,115,4.44,7.38
2013,Oscar Johnson,Louisiana Tech,OT,77.25,331,,5.49,19,22,88,5.06,8.06
2013,Rufus Johnson,Tarleton State,DE,77.25,272,,4.75,20,34.5,122,4.56,7.43
2013,T.J. Johnson,South Carolina,C,76.25,310,,5.33,32,25.5,96,4.74,7.83
2013,Zach Johnson,Eastern Washington,OLB,73.13,218,,,,,,,
2013,Jamaal Johnson-Webb,Alabama A&M,OG,77,313,,5.37,17,23,92,4.74,8.12
2013,Abry Jones,Georgia,DT,75.38,313,,5.06,30,26.5,101,4.94,7.83
2013,Barrett Jones,Alabama,C,76.5,306,,,,,,,
2013,Brandon Jones,Rutgers,CB,72.25,191,,4.56,17,36.5,118,4.08,6.76
2013,C.J. Jones,Texas A&M,FS,71.5,192,,4.38,14,40.5,137,4.12,6.87
2013,Chris Jones,Bowling Green (OH),DT,73.63,302,,5.33,30,24.5,106,4.44,7.44
2013,Datone Jones,UCLA,DE,75.88,283,,4.8,29,31.5,112,4.32,7.32
2013,Don Jones,Arkansas State,SS,71.13,191,,4.4,17,42,127,4.48,7.19
2013,Jarvis Jones,Georgia,OLB,74.38,241,13,4.74,20,30.5,111,4.71,7.46
2013,Landry Jones,Oklahoma,QB,76.13,225,28,5.11,,31,115,4.3,7.12
2013,Dion Jordan,Oregon,DE,78.25,248,,4.6,,32.5,122,4.35,7.02
2013,Kyle Juszczyk,Harvard,FB,73.25,248,,4.71,24,37,121,4.19,6.93
2013,Nick Kasa,Colorado,TE,77.88,269,,4.71,22,31.5,113,4.45,7.18
2013,Brandon Kaufman,Eastern Washington,WR,77,216,,4.67,9,33.5,115,4.44,7.11
2013,Travis Kelce,Cincinnati,TE,76.88,257,22,4.63,,35,124,4.42,7.09
2013,David King,Oklahoma,DE,76.25,275,,4.7,27,32,114,,
2013,Tavarres King,Georgia,WR,72.25,189,,4.47,11,36.5,123,4.33,6.91
2013,A.J. Klein,Iowa State,ILB,73.25,250,,4.66,20,33,113,4.35,7.06
2013,Collin Klein,Kansas State,QB,76.88,226,,4.78,,29,111,4.4,7.17
2013,Josh Kline,Kent State (OH),OG,74.63,307,,5.06,25,27,102,4.59,7.63
2013,Jake Knott,Iowa State,OLB,73.75,243,,4.84,20,34,113,4.3,7.16
2013,Scott Kovanda,Ball State (IN),P,74.25,207,,,,,,,
2013,Joe Kruger,Utah,DE,78.25,269,,4.83,24,34,117,4.46,7.17
2013,Edmund Kugbila,Valdosta State (GA),OG,76.13,317,,5.31,23,22.5,105,4.65,7.72
2013,Eric Kush,California (PA),C,75.88,304,,5.04,25,30,108,4.35,7.4
2013,Eddie Lacy,Alabama,RB,71,220,17,4.55,,33.5,,,7.33
2013,Marcus Lattimore,South Carolina,RB,71.25,219,18,4.65,,,,,
2013,Alec Lemon,Syracuse,WR,73.25,202,,4.59,7,32,112,4.29,7.04
2013,Corey Lemonier,Auburn,DE,75.38,255,,4.6,27,33,119,4.4,7.14
2013,Robert Lester,Alabama,SS,73.25,220,,4.66,7,33.5,117,4.31,7.29
2013,Kapron Lewis-Moore,Notre Dame,DT,75.63,298,,,,,,,
2013,Zach Line,Southern Methodist (TX),FB,72.5,232,,4.77,26,30.5,111,4.4,7.12
2013,Jeff Locke,UCLA,P,72.88,209,,,,,,,
2013,Bennie Logan,Louisiana State,DT,73.88,309,,5.08,30,25,104,4.67,7.53
2013,P.J. Lonergan,Louisiana State,C,75.25,304,,5.38,25,26,92,4.93,8.01
2013,Kyle Long,Oregon,OT,78.13,313,29,4.94,,28,107,4.63,7.83
2013,John Lotulelei,Nevada Las Vegas,OLB,71.38,233,,4.84,25,35.5,117,4.3,6.91
2013,Star Lotulelei,Utah,DT,74.5,320,,5.14,38,30,105,4.63,7.79
2013,Philip Lutzenkirchen,Auburn,TE,75.25,258,,4.94,21,30.5,112,4.35,7.15
2013,Joe Madsen,West Virginia,C,75.38,310,,5.2,25,25,98,4.83,7.6
2013,Lamar Mady,Youngstown State (OH),OG,74,317,,5.48,35,23,95,4.82,8.07
2013,Brandon Magee,Arizona State,OLB,71,223,,4.74,,29,114,4.68,7.59
2013,Brett Maher,Nebraska,K,72,186,,,,,,,
2013,E.J. Manuel,Florida State,QB,76.63,237,28,4.65,,34,118,4.21,7.08
2013,Stansly Maponga,Texas Christian,DE,73.88,256,,4.78,30,29.5,114,4.37,7.37
2013,Luke Marquardt,Azusa Pacific (CA),OT,80.5,315,,5.34,31,,,,
2013,Eric Martin,Nebraska,OLB,72.75,237,,4.53,20,30.5,120,3.97,6.69
2013,Sam Martin,Appalachian State (NC),P,72.13,206,,,,,,,
2013,Tyrann Mathieu,Louisiana State,CB,68.75,186,,4.5,4,34,117,4.14,6.87
2013,Michael Mauti,Penn State,OLB,73.88,243,,4.83,28,,,,
2013,Miguel Maysonet,Stony Brook (NY),RB,69,209,,4.54,20,31.5,107,4.43,7.21
2013,Onterio McCalebb,Auburn,RB,70.25,168,,4.34,,34,121,4.32,7.02
2013,Demetrius McCray,Appalachian State (NC),CB,72.88,187,,4.54,4,36,126,4.32,7.17
