Season,PLAYER,POS,Lane Agility Time  (seconds),Shuttle Run (seconds),Three Quarter Sprint (seconds),Standing Vertical Leap (inches),Max Vertical Leap (inches),Max Bench Press (reps)
2000-01,Terrance Roberson,SF,11.66,-,-,29,32.5,11
2000-01,Julius Doc Robinson,PG,12.54,-,3.41,30,37.5,0
2000-01,Pepe Sanchez,PG,11.62,-,3.44,26,31,8
2000-01,Matt Santangelo,PG,10.66,-,3.06,33.5,43,12
2000-01,Alex Scales,SG-PG,10.98,-,3.21,38.5,42.5,10
2000-01,Karim Shabazz,C,12.72,-,3.36,24.5,28,2
2000-01,Nick Sheppard,PF-C,12.14,-,3.52,23.5,25.5,18
2000-01,Mike Smith,SF,11.32,-,3.22,33,21,12
2000-01,Jabari Smith,PF-C,12.45,-,3.43,24.5,30,15
2000-01,Jarrett Stephens,PF,11.98,-,3.46,27,29,13
2000-01,Bootsy Thornton,SG,12.08,-,3.33,26.5,31,7
2000-01,Jaquay Walls,PG,10.75,-,3.23,28.5,35.5,0
2000-01,Jameel Watkins,PF-C,12.38,-,3.45,28,30.5,11
